event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN16246,2024-11-03,2024,1,Strategic developments,Strategic developments,Agreement,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),Identity militia,Tugen Ethnic Militia (Kenya),Ilchamus Ethnic Militia (Kenya),Identity militia,Identity militia-Identity militia,,404,Eastern Africa,Kenya,Baringo,Marigat,Mukutani,Ngelecha,0.51,36.2515,1,Citizen (Kenya); Daily Nation (Kenya); Kenya Broadcasting Corporation; NTV (Kenya),New media-National,"On 3 November 2024, Pokot and Tugen (other sources mention IlChamus) living in Ngelecha and Loramoru (also known as Loromoru), met at an unspecified location within Makutani ward (coded to the nearest known location as Ngelecha, Mukutani, Baringo) and agreed to co-exit peacefully, following prolonged pastoral clashes (coded separately).",0,,1731368112
PAK144972,2024-09-09,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Pakistan),,Protesters,,,,Protesters only,,586,South Asia,Pakistan,Sindh,Karachi City,Karachi East,Karachi - Gulshan,24.9293,67.1279,1,Pakistan Press International,National,"On 9 September 2024, locals held a protest demonstration in Karachi - Gulshan town (Karachi City, Sindh), against prolonged electricity loadshedding.",0,crowd size=no report,1726602897
PSE534,2017-05-19,2017,1,Demonstrations,Riots,Violent demonstration,Rioters (Palestine),,Rioters,Military Forces of Israel (2009-2021),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Palestine,West Bank,Qalqilya,,Qalqilyah,32.1897,34.9706,1,Jerusalem Post,International,"Clashes took place between Palestinian demonstrators and Israeli forces Friday afternoon in Jenin, Nablus, Qalqilya, Ramallah, Hebron and Bethlehem. Riots also happened in the Jordan Valley.",0,,1624315872
AFG60515,2020-12-05,2020,1,Political violence,Battles,Armed clash,Military Forces of Afghanistan (2014-2021),,State forces,Taliban,,Rebel group,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Herat,Ghoryan,,Ghoryan,34.3448,61.4932,2,Afghan Peace Watch,Local partner-Other,"On 5 December 2020, a Taliban militant was killed in an operation by military forces in Saraband area of Ghoryan district, Herat.",1,,1641933582
BRA62981,2023-01-18,2023,1,Political violence,Riots,Mob violence,Rioters (Brazil),Vigilante Group (Brazil),Rioters,Civilians (Brazil),,Civilians,Rioters-Civilians,Civilian targeting,76,South America,Brazil,Sao Paulo,Jacarei,,Jacarei,-23.3053,-45.9658,1,G1; O Vale,Subnational-National,"On 18 January 2023, in Jacarei (Sao Paulo), a suspect rapist was tortured and killed by unknown individuals. His body was found with the teeth and tongue removed in the Jardim Real neighborhood. 1 fatality.",1,crowd size=no report,1674508627
IND39290,2018-10-30,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India); Adivasi Ethnic Group (India); Indian Gorkha Communal Group (India); AASU: All Assam Students' Union,Protesters,,,,Protesters only,,356,South Asia,India,Assam,Sonitpur,Na-Duar,Dhalaibil,26.778,92.9091,1,Assam Tribune,Subnational,"On 30 October 2018, hundreds of people from many organisations (AASU, ABSU, Asam Sahitya Sabha, Sahitya Sanmilani, Mising, Gorkha, Adivasi and women's organisations) staged a dharna for two hours at the Dhalaibil railway station, in Dhalaibil village (Sonitpur district, Assam), demanding that all trains pass through the station.",0,,1667317135
AUS2236,2023-11-06,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Australia),,Protesters,,,,Protesters only,,36,Oceania,Australia,Queensland,Logan,,Brisbane - Logan,-27.6849,153.1296,1,Green Left,National,"On 6 November 2023, people protested outside the Treasurer's office in Brisbane - Logan, Logan, Queensland, calling on the government to demand an immediate ceasefire in the armed conflict and an end to Israel's attack on Gaza. They also called for the freedom in Palestine.",0,crowd size=no report,1699988478
ESP17085,2024-05-09,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Spain),,Protesters,,,,Protesters only,,724,Europe,Spain,Canarias,Santa Cruz de Tenerife,,Arona,28.1011,-16.6807,1,El Diario (Spain),National,"On 9 May 2024, 30 people held a protest in Arona (Canarias) with an ongoing encampment to demand housing solutions after their eviction occurred months ago.",0,crowd size=30,1729023450
SYR6866,2017-05-15,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,External/Other forces,,,,External/Other forces only,,760,Middle East,Syria,Hama,Hama,Hama,Hama,35.1337,36.7613,3,SOHR,Other,Unidentified warplanes conducted airstrikes in northern Hama province. There were no reported fatalities.,0,,1720478045
USA35690,2021-10-09,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Labor Group (United States),Protesters,,,,Protesters only,,840,North America,United States,Oregon,Multnomah,,Portland - Downtown,45.5134,-122.6809,1,KOIN6,Subnational,"On 9 October 2021, less than two dozen city of Portland and Multnomah County employees gathered for a protest outside the municipal office building at 120 S.W. 5th Ave. in Portland - Downtown (Oregon) against coronavirus vaccine mandates. Protesters held signs that read 'mandates have no place in a free country' and 'lefties for medical freedom.'",0,crowd size=less than two dozen,1719352969
CON338,2014-09-25,2014,1,Demonstrations,Protests,Peaceful protest,Protesters (Republic of Congo),,Protesters,,,,Protesters only,,178,Middle Africa,Republic of Congo,Brazzaville,Brazzaville,,Brazzaville,-4.2661,15.2831,1,Depeches de Brazzaville (Republic of Congo),Subnational,National office of Post and Telecommuications workers started a sit-in near Post and Savings Concog (SOPECO) and the Pointe-Noire Central Station to denounce illegal withdrawals from their salary arrears.,0,,1578503612
SAF5212,2014-09-11,2014,1,Demonstrations,Riots,Violent demonstration,Rioters (South Africa),,Rioters,Civilians (International),Labor Group (International); Migrants (International),Civilians,Rioters-Civilians,,710,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Mamelodi,-25.713,28.3653,1,Pretoria News,Subnational,"On 11 September 2014, demonstrations occurred in Mamelodi between Monday and Thursday, including looting of foreign owned shops by youths and roadblocked with burning tyres, as residents expressed anger over lack of service delivery.",0,crowd size=no report,1587501676
USA33501,2021-08-04,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,Protesters,,,,Protesters only,,840,North America,United States,New Jersey,Hudson,,Union City,40.7742,-74.0241,1,NJdotcom,Subnational,"On 4 August 2021, a small group of people gathered at a public bill signing event in Union City (New Jersey) to protest Gov. Phil Murphy's decision to mandate coronavirus vaccines for health workers and New Jersey State government employees.",0,crowd size=small,1680633589
VEN5337,2020-09-29,2020,2,Demonstrations,Protests,Protest with intervention,Protesters (Venezuela),,Protesters,Military Forces of Venezuela (1999-) GNB: Venezuelan National Guard,,State forces,State forces-Protesters,,862,South America,Venezuela,Nueva Esparta,Arismendi,,La Asuncion,11.0333,-63.8628,1,La Patilla,National,"Around 29 September 2020, in La Asuncion, Nueva Esparta state, residents protested to reject the collapse of basic public services in the city. GNB officers attacked the houses of protesters with stones. No injuries reported.",0,crowd size=no report,1601932672
IND44018,2019-01-16,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Students (India),Protesters,,,,Protesters only,,356,South Asia,India,Puducherry,Puducherry,Puducherry,Puducherry,11.9338,79.8297,1,The Hindu,National,"On 16 January 2019, in Puducherry city (Puducherry), students of Jipmer staged a protest in support of the forum's demand for an 80% hike in fellowship.",0,crowd size=no report,1683068754
NEP17654,2019-05-20,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Nepal),,Protesters,,,,Protesters only,,524,South Asia,Nepal,Lumbini,Parasi,,Sunwal,27.6167,83.6333,1,COCAP-Nepal Monitor,Local partner-National,"On 20 May 2019, locals staged a protest demonstration at Sunwal municipality (Parasi, Lumbini) against police after police personnel raped two women.",0,crowd size=no report,1664904348
IDN6355,2021-02-06,2021,1,Strategic developments,Strategic developments,Looting/property destruction,TPNPB: West Papua National Liberation Army,,Rebel group,Civilians (Indonesia),,Civilians,Rebel group-Civilians,,360,Southeast Asia,Indonesia,Central Papua,Puncak,Ilaga,Ilaga,-4.032,137.3908,2,Kompas,National,"Property destruction: On 6 February 2021, TPNPB burned repair tools of a telecommunication tower in Toegi village (North Ilaga district, Puncak regency, Papua province) (coded as Ilaga district).",0,,1698777786
MEX87572,2024-05-21,2024,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Political militia,Civilians (Mexico),,Civilians,Political militia-Civilians,Civilian targeting,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,24 Horas (Mexico); Diario Contra Poder en Chiapas; Metro Toluca,National,"On 21 May 2024, in Ciudad de Mexico - Cuauhtemoc, two armed men who arrived on a motorcycle shot and killed three men and a woman in Colonia Peralvillo. Another man also was injured. 4 fatalities, 1 injured.",4,,1716850493
AFG36890,2018-04-17,2018,1,Political violence,Battles,Armed clash,Taliban,,Rebel group,Military Forces of Afghanistan (2014-2021),,State forces,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Badghis,Muqur,,Sang Atesh,35.248,63.0044,2,Voice of Jihad,Other,"On 17 April 2018, a Taliban militant killed a soldier inside a checkpoint before joining Taliban militants nearby in Ab Kamari district, Badghis",0,,1710267834
CHI2817,2020-01-09,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Chile),Labor Group (Chile),Protesters,,,,Protesters only,,152,South America,Chile,Biobio,Concepcion,Concepcion,Concepcion,-36.827,-73.0498,1,Biobio Chile,Subnational,"On 9 January 2020, in Concepcion, Biobio region, a group of workers protested against the increasing number of employees discharged from a local company. The group claimed that more than 200 of their colleagues have been dismissed and demand better job security.",0,crowd size=no report,1702344262
BGD28981,2024-10-03,2024,1,Political violence,Riots,Mob violence,Rioters (Bangladesh),ICS: Islami Chhatra Shibir; JeI: Jamaat-e-Islami; Students (Bangladesh),Rioters,Civilians (Bangladesh),AL: Bangladesh Awami League; Former Government of Bangladesh (2024-),Civilians,Rioters-Civilians,Civilian targeting,50,South Asia,Bangladesh,Khulna,Satkhira,Shyamnagar,Gumantali,22.3119,89.1383,1,Prothom Alo,National,"On 3 October 2024, 300-400 members of JeI and ICS vandalized the residence of former Awami League MP at Gumantali village, Shyamnagar upazila (Satkhira, Khulna), following an initial assault by supporters of AL MP on members of JeI and ICS (coded separately). 16 people were injured in the incident.",0,crowd size=300-400; local administrators,1728420941
CHI10219,2023-04-27,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Chile),Students (Chile),Rioters,Police Forces of Chile (2022-),,State forces,State forces-Rioters,,152,South America,Chile,Metropolitana,Santiago,,Santiago,-33.4569,-70.6483,1,Biobio Chile,National,"On 27 April 2023, in Santiago (Metropolitana), at least 80 students at Javiera Navarra school held a demonstration on San Martin street at Compania street. Rioters threw Molotov cocktails and erected incendiary barricades. Three students were arrested. Elsewhere in the city, tens of students at Barros Borgono school held a demonstration on San Diego street. Rioters erected barricades and threw 80 Molotov cocktails at police units. Police dispersed the crowd with tear gas. A 17-year-old student was hit in his leg by a tear gas police truck during the demonstration causing him minor injuries. The reasons for the demonstrations are unknown.",0,crowd size=at least 80,1702344122
MAF11,2020-08-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Saint-Martin),,Protesters,,,,Protesters only,,663,Caribbean,Saint-Martin,Saint-Martin,,,Marigot,18.0682,-63.083,1,Caribisch Netwerk NTR,International,"On 8 August 2020, in Marigot, around 100 protesters marched towards the border between the French side and Dutch side of the island to protest against the border closure. The border between the two parts of the islands is normally open to cross but has been shut because of coronavirus.",0,crowd size=around 100,1599509947
SWE2706,2022-06-03,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Sweden),FFF: Fridays for Future; Students (Sweden),Protesters,,,,Protesters only,,752,Europe,Sweden,Skane,Lund,,Lund,55.7063,13.186,1,FridaysForFuture,Other,"On 3 June 2022, Fridays for Future activists demonstrated in Lund in connection with the UN conference Stockholm+50 and to demand action against climate change.",0,crowd size=no report,1729632856
VEN18995,2023-01-30,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),,Protesters,,,,Protesters only,,862,South America,Venezuela,Zulia,Maracaibo,,Maracaibo,10.6666,-71.6125,1,La Patilla; Reporte YA,National,"On 30 January 2023, in Maracaibo (Zulia), a group of residents of neighborhoods within the Raul Leoni parish, protested to decry the two months of water outages they are suffering, and blamed the Hidrolago water company for the lack of action. The protesters gathered in the La Limpia Avenue and blocked it for several minutes.",0,crowd size=no report,1675714002
ALG7145,2019-09-07,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Algeria),,Protesters,,,,Protesters only,,12,Northern Africa,Algeria,Bejaia,Kherrata,,Kherrata,36.495,5.2808,1,Liberte (Algeria); El Watan (Algeria),National,"On 7 September 2019, protesters gathered in Kherrat to show their support for the popular anti-regime movement .",0,crowd size=hundreds,1636381456
ESP5546,2021-05-20,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Spain),,Protesters,,,,Protesters only,,724,Europe,Spain,Castilla y Leon,Valladolid,,Valladolid,41.6565,-4.7209,1,El Norte De Castilla,Subnational,"On 20 May 2021, citizens protested in Valladolid, demanding the government to resume the refurbishment project of La Magdalena health center. Protesters complained about the management of the public health services.",0,crowd size=no report,1729023466
FRO7,2024-03-19,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Denmark),Farmers (Denmark),Protesters,,,,Protesters only,,234,Europe,Faroe Islands,Streymoyar,,,Torshavn,62.0099,-6.772,1,Local.fo,National,"On 19 March 2024, farmers demonstrated in Torshavn to oppose a land reform bill that they argued violated their rights and jeopardized their traditional farming practices.",0,crowd size=no report,1722974433
SOM10858,2013-02-15,2013,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Somalia),,Political militia,Civilians (Somalia),,Civilians,Political militia-Civilians,Civilian targeting,706,Eastern Africa,Somalia,Nugaal,Garoowe,,Garowe,8.4064,48.4819,1,Hiiraan (Somalia),National,"A prominent cleric, Shaykh Abdiqadir 'Gaamey' Nur Farah, is assassinated during a prayer service.",1,,1604354643
PER7355,2023-01-08,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Peru),,Protesters,,,,Protesters only,,604,South America,Peru,Apurimac,Andahuaylas,San Jeronimo,San Jeronimo,-13.6522,-73.3658,1,Ombudsman of Peru,Other,"On 8 January 2023, in San Jeronimo (Apurimac), people carried out a protest amid unrest across the country after the removal of former President Castillo by the congress. The demands of the demonstration were not reported.",0,crowd size=no report,1678155030
AFG42337,2019-12-20,2019,1,Political violence,Battles,Armed clash,Taliban,,Rebel group,Police Forces of Afghanistan (2014-2021),,State forces,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Kunduz,Kunduz,,Charkab,36.7053,68.9085,1,Voice of Jihad,Other,"On 20 December 2019, 3 policemen were killed and others were wounded following an attack by Taliban militants on a tank in the Charkab area of Kunduz city. Fatalities coded as 0 (VoJ reported 3 fatalities).",0,,1710267888
IND165094,2024-08-21,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Dalit Caste Group (India); Tribal Group (India); Labor Group (India),Protesters,,,,Protesters only,,356,South Asia,India,Uttar Pradesh,Bhadohi,Bhadohi,Bhadohi,25.3952,82.5703,2,Hindustan,National,"On 21 August 2024, members of the Dalit and Adivasi (Tribal) communities, under the call of the nationwide strike made by 21 Dalit and Adivasi groups, staged protests in the Bhadohi district (Uttar Pradesh) against the Supreme Court judgement on SC/ST reservations claiming that the decision made by the Supreme Court on 1 August will empower state governments to create sub-classifications within Scheduled Caste (SC) and Scheduled Tribe (ST) groups to grant reservations in jobs and admissions.",0,crowd size=no report,1728407771
SYR17524,2017-12-18,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Opposition Rebels (Syria),,Rebel group,,,,Rebel group only,,760,Middle East,Syria,Rural Damascus,Qatana,Bait Jan,Maqrusa,33.2846,35.9781,1,SOHR,Other,The rebel factions shelled Maqrusa town in the Western Ghouta in Rural Damscus. No fatalities were reported.,0,,1720478191
IND60914,2019-08-26,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (India),,Rioters,,,,Rioters only,,356,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar South,Srinagar,34.0857,74.8056,1,Daily Excelsior,Subnational,"On 26 August 2019, two 'minor incidents' (assumed riots) were reported near Tatoo Ground and in the Hawal area of Srinagar city (J&K), amid continued restrictions following the government's decision to repeal Article 370 and bifurcate the state into two union territories.",0,crowd size=minor,1649875419
IRQ7892,2016-02-23,2016,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Iraq),,Political militia,Military Forces of Iraq (2014-2018),,State forces,State forces-Political militia,,368,Middle East,Iraq,Baghdad,Al Karkh,Al Mansour,Baghdad - Mansour,33.3158,44.3515,1,Iraqi News,National,"On 23 February 2016, unidentified gunmen opened fire on a vehicle belonging to a lieutenant in the Iraqi army in the Ghazaliya (Mansour) area of Baghdad killing the officer.",1,,1651182393
SSD6679,2020-05-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (South Sudan),Taxi Drivers (South Sudan),Protesters,,,,Protesters only,,728,Eastern Africa,South Sudan,Eastern Equatoria,Torit,Torit,Torit,4.4079,32.5724,1,Catholic Radio Network,National,"On 6 May 2020, a 'big number' of boda boda drivers protested against the coronavirus lockdown measures in Torit town (Eastern Equatoria state), which have prevented them from earning a living.",0,crowd size=big number,1648503536
IND58600,2019-07-23,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,Protesters,,,,Protesters only,,356,South Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,National,"On 23 July 2019, residents demonstrated in Bathinda city (Punjab) over the flooding of a dharamshala.",0,crowd size=no report,1702343444
NIG36586,2024-05-09,2024,1,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),,Identity militia,Civilians (Nigeria),Garbadu Communal Group (Nigeria); Government of Nigeria (2023-),Civilians,Identity militia-Civilians,Civilian targeting,566,Western Africa,Nigeria,Zamfara,Maru,,Mayanchi,12.3595,6.2568,2,Daily Leadership (Nigeria); Daily Trust (Nigeria); Nigerian Eye,National,"On 9 May 2024, a Zamfara militia waylaid the district head of Garbadu along Mayanchi road, coded to Mayanchi (Maru, Zamfara). The district head escaped the attack.",0,local administrators,1715641798
AFG58748,2020-04-08,2020,1,Political violence,Battles,Armed clash,Military Forces of Afghanistan (2014-2021),,State forces,Taliban,,Rebel group,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Zabul,Arghandab,,Arghandab,32.5555,67.0371,2,Afghan Peace Watch,Local partner-Other,"On 8 April 2020, 7 Taliban militants were killed, and 3 injured, when Afghan security forces repulsed an attack on checkpoints in Arghandab district of Zabul province.",7,,1641933588
IRN5794,2019-12-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Labor Group (Iran),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.568,1,Free Union of Iranian Workers,Other,"On 03 December 2019, a group of laid-off workers of Arman Vahdat Credit Institution held a protest in Mashhad.",0,crowd size=no report,1605546592
KOR17456,2021-05-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (South Korea),,Protesters,,,,Protesters only,,410,East Asia,South Korea,Daegu,Jung,,Daegu - Jung,35.8666,128.5935,1,News1,National,"On 26 May 2021, members of the Committee to Host the Lee Kun-hee Art Museum in Daegu held a press conference with a banner in front of the Daegu City Council (Daegu - Jung), demanding the construction of the 'Lee Kun-hee Art Museum' in the region. They rejected Seoul as a site of the proposed museum for balanced regional development.",0,crowd size=no report,1622557775
SSD1177,2014-04-25,2014,1,Political violence,Battles,Armed clash,JEM: Justice and Equality Movement,,Rebel group,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,Rebel group,Rebel group-Rebel group,,728,Eastern Africa,South Sudan,Unity,Panriang,Werthen,Mang,10.1408,29.907,1,Sudan Tribune,Regional,Fighting between the SPLA In Opposition and JEM. SPLa-In Opposition claims that 69 JEM members were killed. JEM denies any involvement in the South Sudan conflict.,69,,1713826243
IND3441,2016-05-04,2016,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Women (India),Protesters,,,,Protesters only,,356,South Asia,India,Odisha,Cuttack,Cuttack Sadar,Gababasta,20.3408,85.9586,1,Pioneer (India),National,Village women from both Harianta and Sainso panchayats under the banner of Regional Anti-liquor Women's Group sat on a daylong dharana at Gobabast bazar on Wednesday. They demanded the removal of a Government licenced country spirit shop on Gobabast- Bainlo Bazar Road in Sainso Gram Panchayat under Barang block of Cuttack district.,0,,1618534416
SYR88473,2021-03-19,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Syria),,Protesters,,,,Protesters only,,760,Middle East,Syria,Aleppo,Azaz,Mare,Mare',36.4827,37.1965,1,Liveuamap; SOHR,Local partner-New media,"On 19 March 2021, residents in Mare' in Aleppo held demonstrations commemorating the tenth anniversary of the Syrian uprising.",0,crowd size=no report,1720478697
YEM35118,2015-05-31,2015,1,Political violence,Battles,Armed clash,Military Forces of Yemen (2015-2017) Houthi-Saleh,,State forces,Southern Resistance,,Political militia,State forces-Political militia,,887,Middle East,Yemen,Abyan,Lawdar,,Al Ayn,13.8004,45.8862,2,Khabar News Agency (Yemen); Yemen Data Project,Local partner-National,"On 31 May 2015, clashes reportedly erupted between Houthi-Saleh forces and local Southern Resistance militants in Akad area of Lawdar district, causing casualties.",0,,1690843383
SRI116,2015-09-23,2015,1,Demonstrations,Protests,Peaceful protest,Protesters (Sri Lanka),UPFA: United People's Freedom Alliance,Protesters,,,,Protesters only,,144,South Asia,Sri Lanka,Western,Colombo,,Sri Jayawardenepura Kotte,6.883,79.9071,1,Daily Financial Times (Sri Lanka),National,"30 UPFA members staged a protest on Rajamalwatta Road to express displeasure over the short notice of debates held in the Parliament, which they considered a violation of Parliament procedure.",0,,1680035137
CUB786,2022-09-30,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Cuba),,Protesters,,,,Protesters only,,192,Caribbean,Cuba,La Habana,Cerro,,Cerro,23.1154,-82.3753,1,Proyecto Inventario; CiberCuba,National,"On 30 September 2022, in Cerro, Cerro, people staged a pot-banging protest against the lack of electricity and demanded freedom on the road Calzada del Cerro, the corner of the streets Maximo Gomez and San Joaquin, and on the road Avenida de la Ceiba. The government cut the internet in the country to prevent the dissemination of information about the demonstrations. Since 26 September, damages caused by Hurricane Ian led to blackouts throughout the country.",0,crowd size=no report,1667237189
SOM44294,2024-05-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,Protesters,,,,Protesters only,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Karan,2.0652,45.39,1,Caasimada,National,"On 2 May 2024, several of residents protested in Mogadishu - Karan (Banadir) demanding justice for a soldier that was killed in a recent clash between soldiers on 28 April in Mogadishu - Bondhere (coded separately).",0,crowd size=several,1716850551
AFG40095,2018-09-04,2018,1,Political violence,Battles,Armed clash,Taliban,,Rebel group,Militia (Pro-Government),,Political militia,Rebel group-Political militia,,4,Caucasus and Central Asia,Afghanistan,Logar,Mohammad Agha,,Mohammad Agha,34.2118,69.0999,2,Voice of Jihad,Other,"On 4 September 2018, Taliban ambushed and killed 6 Arbakis in Mohammad Agha district, Baghlan province.",0,,1710267881
MEX71418,2023-02-26,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Altamira,,Altamira,22.3916,-97.9367,1,Hoy Tamaulipas,Subnational,"On 26 February 2023, in Altamira, Tamaulipas, citizens joined the national protests in favor of the National Electoral Institute (INE) and against the President's electoral reform initiative. Protesters reported that the approval of modifications to the electoral law and its regulations would mean a dismantling of democracy and against the free exercise to vote. This protest was part of the nation-wide demonstrations against the electoral reform.",0,crowd size=no report,1715637562
DRC17154,2020-04-26,2020,1,Political violence,Violence against civilians,Abduction/forced disappearance,NDC-R: Nduma Defence of Congo (Renove),,Political militia,Civilians (Democratic Republic of Congo),,Civilians,Political militia-Civilians,Civilian targeting,180,Middle Africa,Democratic Republic of Congo,Nord-Kivu,Rutshuru,Bwito,Luve,-1.0949,29.1111,2,Kivu Security Tracker,Other,"On 26 April 2020, 3 NDC-R fighters kidnapped 1 woman and 1 man while looting a truck near Luve village (Rutshuru, Nord-Kivu). The kidnappers demanded ransom later on.",0,,1716850482
AUT325,2020-11-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Austria),,Protesters,,,,Protesters only,,40,Europe,Austria,Oberosterreich,Linz,,Linz,48.3061,14.2857,1,Volksblatt,Subnational,"On 6 November 2020, people protested in Linz against coronavirus measures.",0,crowd size=no report,1728420928
AFG21748,2019-07-11,2019,2,Political violence,Battles,Armed clash,Military Forces of Afghanistan (2014-2021),,State forces,Taliban,,Rebel group,State forces-Rebel group,,4,Caucasus and Central Asia,Afghanistan,Herat,Pashtun Zarghun,,Pashtun Zarghun,34.2989,62.63,2,Afghan Ministry of Defense,Other,"Around 11 July 2019, over the past 24 hours, operations by Afghan military forces killed 9 Taliban militants, and injured 6, in Obe and Pashtun Zarghun districts, Herat. Fatalities split over 2 events (4) due to unclear nature of fatalities.",4,,1636381456
BRA53567,2022-05-09,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),Government of Brazil (2019-2022); PT: Workers' Party,Protesters,,,,Protesters only,,76,South America,Brazil,Sao Paulo,Sao Paulo,,Sao Paulo - Central Zone,-23.5506,-46.6334,1,G1,National,"On 9 May 2022, in Sao Paulo - Central Zone (Sao Paulo), citizens staged a protest against mining on indigenous lands, marching on Paulista Avenue, terminating at the Praca do Ciclista. A PT state councillor attended the march.",0,crowd size=no report,1673316846
MLI4147,2020-08-03,2020,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,Rebel group,Civilians (Mali),Dogon Ethnic Group (Mali); Farmers (Mali),Civilians,Rebel group-Civilians,Civilian targeting,466,Western Africa,Mali,Mopti,Koro,Dougoutene II,Koromatintin,13.8352,-3.3993,1,Undisclosed Source; Mali Jet; Koro Kibaru,Local partner-Other,"On 3 August 2020, presumed JNIM militants attacked the village of Koromatintin (Koro, Mopti), killed a woman, and seized livestock.",1,,1622068046
IRQ56205,2024-06-19,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,External/Other forces,PKK: Kurdistan Workers Party,,Rebel group,Rebel group-External/Other forces,,368,Middle East,Iraq,Duhok,Al Amadiya,Barwari Bala,Gire FM,37.1503,43.5611,2,ANF News,International,"On 19 June 2024, Turkish forces carried out drone strikes against PKK targets in Gire FM area in Al Amadiya district of Duhok. HPG (PKK) claimed that Turkish forces used bombs containing poisonous gas during the shelling, but this was not confirmed by other sources. Casualties unknown.",0,,1719274352
MEX62963,2022-07-11,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Nuevo Leon,Monterrey,,Monterrey,25.6647,-100.311,1,La Jornada,National,"On 11 July 2022, in Monterrey, Nuevo Leon, residents of several neighborhoods set up blockades using different objects in several parts of the city to demand access to water services. Blockades were reported in Colonia Constituyente del 57, Colonia Nino Artillero, Colonia Industrial, Colonia Moctezuma, Colonia Fomerrey 8, Colonia Valles de Santa Lucia and Colonia Valles de Lincoln.",0,crowd size=no report,1658168380
