event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IRN29426,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Markazi,Khomein,Central,Khomeyn,33.6423,50.0789,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Khomeyn city (Markazi) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29427,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Semnan,Shahrud,Central,Shahrud,36.4182,54.9763,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Shahrud city (Semnan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29428,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Sistan and Baluchestan,Chabahar,Central,Chabahar,25.2919,60.6430,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Chabahar city (Sistan and Baluchestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29429,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Torbat-e-Heydarieh,Central,Torbat e Heydarieh,35.2740,59.2195,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Torbat e Heydarieh city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29430,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Alborz,Karaj,Central,Karaj,35.8327,50.9916,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Karaj city (Alborz) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29431,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Hamadan,Malayer,Central,Malayer,34.3016,48.8217,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Malayer city (Lorestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29432,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Semnan,Semnan,Central,Semnan,35.5769,53.3921,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Semnan city (Semnan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29433,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Noshahr,Central,Nowshahr,36.6485,51.4962,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Nowshahr city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29434,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Kohgiluyeh and Boyer-Ahmad,Gachsaran,Central,Dogonbadan,30.3586,50.7981,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Dogonbadan city (Kohgiluyeh and Boyer-Ahmad) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29435,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Ramsar,Central,Ramsar,36.9180,50.6480,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Ramsar city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29436,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Tonekabon,Central,Tonekabon,36.8163,50.8738,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Tonekabon city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29437,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Shadegan,Central,Shadegan,30.6492,48.6650,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Shadegan city (Khuzestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29438,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Sistan and Baluchestan,Khash,Central,Khash,28.2211,61.2158,1,Islamic Republic News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Khash city (Sistan and Baluchestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29439,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Ardabil,Meshginshahr,Ardabil,Meshgin Shahr,38.3990,47.6820,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Meshgin Shahr city (Ardabil) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29440,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Malard,Central,Malard,35.6659,50.9767,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Malard city (Tehran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29441,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Rudsar,Central,Rudsar,37.1376,50.2880,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Rudsar city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29442,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Robat-Karim,Central,Parand,35.4719,50.9754,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Parand city (Tehran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29443,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Robat-Karim,Central,Robat Karim,35.4846,51.0829,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Robat Karim city (Tehran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29444,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Hormozgan,Bandar-Lengeh,Kish,Kish,26.5578,54.0194,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Kish city (Hormozgan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29445,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Hormozgan,Abumusa,Central,Abu Musa,25.8670,55.0236,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Abu Musa city (Hormozgan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29446,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Tehran,Islamshahr,Eslamshahr,Eslamshahr,35.5522,51.2350,1,Tasnim News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Eslamshahr city (Tehran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29447,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Taybad,Central,Taybad,34.7400,60.7756,1,FARS News Agency (Iran),National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Taybad city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29448,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Ardabil,Parsabad,Central,Parsabad,39.6482,47.9174,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Parsabad city (Ardabil) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29449,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Kurdistan,Bijar,Central,Bijar,35.8668,47.6051,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Bijar city (Kurdistan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29450,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Kerman,Kuhbonan,Central,Kuhbanan,31.4103,56.2826,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Kuhbanan city (Kerman) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29451,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Nur,Central,Nur,36.5717,52.0153,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Nur city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29452,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Talesh,Central,Hashtpar,37.7966,48.9052,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Hashtpar city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29453,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Bardaskan,Central,Bardaskan,35.2622,57.9708,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Bardaskan city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29454,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Shaft,Central,Shaft,37.1702,49.3998,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Shaft city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29455,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Isfahan,Isfahan,Bon Rud,Varzaneh,32.4196,52.6483,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Varzaneh city (Isfahan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29456,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Ilam,Sirvan,Sirvan,Lumar,33.5672,46.8144,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Lumar city (Ilam) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29457,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Kurdistan,Qorveh,Central,Qorveh,35.1664,47.8056,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Qorveh city (Kurdistan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29458,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Babolsar,Central,Babolsar,36.7025,52.6576,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Babolsar city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29459,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Kurdistan,Dehgolan,Central,Dehgolan,35.2780,47.4184,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Dehgolan city (Kurdistan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29460,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Behshahr,Central,Behshahr,36.6924,53.5526,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Behshahr city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29461,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Astane-ye-Ashrafiyeh,Central,Astaneh ye Ashrafiyeh,37.2632,49.9433,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Astaneh ye Ashrafiyeh city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29462,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Mazandaran,Neka,Central,Neka,36.6508,53.2991,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Neka city (Mazandaran) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29463,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Fuman,Central,Fuman,37.2240,49.3125,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Fuman city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29464,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Gilan,Lahijan,Central,Lahijan,37.2073,50.0040,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Lahijan city (Gilan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29465,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Torbat-e-Jam,Central,Torbat e Jam,35.2440,60.6225,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Torbat e Jam city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29466,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Isfahan,Ardestan,Central,Ardestan,33.3761,52.3694,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Ardestan city (Isfahan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29467,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Nishapur,Central,Nishabur,36.2133,58.7958,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Nishabur city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29468,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Semnan,Damghan,Central,Damghan,36.1679,54.3429,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Damghan city (Semnan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29469,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Fars,Lamerd,Central,Lamerd,27.3340,53.1790,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Lamerd city (Fars) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29470,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Khaf,Central,Khaf,34.5718,60.1474,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Khaf city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29471,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Semnan,Meyami,Central,Meyami,36.4109,55.6502,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Meyami city (Semnan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29472,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Razavi Khorasan,Kashmar,Central,Kashmar,35.2383,58.4656,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Kashmar city (Razavi Khorasan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29473,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Golestan,Minudasht,Central,Minudasht,37.2302,55.3721,1,Mehr News Agency,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Minudasht city (Golestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
IRN29474,2024-11-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Iran),Students (Iran); Government of Iran (1989-),Protesters,,,,Protesters only,,364,Middle East,Iran,Khuzestan,Karoun,Central,Kut e Abdollah,31.2415,48.6520,1,Young Journalists Club,National,"On 3 November 2024, local residents, including school students and official authorities, staged a rally in Kut e Abdollah city (Khuzestan) on the national Pupil Day to mark the anniversary of 'the 1979 U.S. embassy takeover in Tehran', to support Palestinian civilians and to denounce Israeli airstrikes and ground operations in Gaza and Lebanon.",0,crowd size=no report,1731368109
